Collaborator1,Collaborator2,Type,Publication Name,Title,Co-authors,Keywords
immd0237,immd0180,Journal article,Journal of Pathology,Aberrant succination of proteins in fumarate hydratase-deficient mice and HLRCC patients is a robust biomarker of mutation status,"Bardella C, El-Bahrawy M, Frizzell N, Adam J, Ternette N, Hatipoglu E, Howarth K, O'Flaherty L, Roberts I, Turner G, Taylor J, Giaslakiotis K, Macaulay VM, Harris AL, Chandra A, Lehtonen HJ, Launonen V, Aaltonen LA, Pugh CW, Mihai R, Trudgian D, Kessler B, Baynes JW, Ratcliffe PJ, Tomlinson IP, Pollard PJ","Adult, Aged, Animals, Biomarkers, Tumor, Carcinoma, Renal Cell, Disease Models, Animal, Female, Fumarate Hydratase, Genetic Predisposition to Disease, Germ-Line Mutation, Humans, Kidney Neoplasms, Leiomyomatosis, Loss of Heterozygosity, Male, Mice, Knockout, Transgenic, Middle Aged, Neoplastic Syndromes, Hereditary, Prospective Studies, Sensitivity and Specificity, Succinic Acid"
clme0240,whgu0378,Journal article,Journal of Pathology,Aberrant succination of proteins in fumarate hydratase-deficient mice and HLRCC patients is a robust biomarker of mutation status,"Bardella C, El-Bahrawy M, Frizzell N, Adam J, Ternette N, Hatipoglu E, Howarth K, O'Flaherty L, Roberts I, Turner G, Taylor J, Giaslakiotis K, Macaulay VM, Harris AL, Chandra A, Lehtonen HJ, Launonen V, Aaltonen LA, Pugh CW, Mihai R, Trudgian D, Kessler B, Baynes JW, Ratcliffe PJ, Tomlinson IP, Pollard PJ","Adult, Aged, Animals, Biomarkers, Tumor, Carcinoma, Renal Cell, Disease Models, Animal, Female, Fumarate Hydratase, Genetic Predisposition to Disease, Germ-Line Mutation, Humans, Kidney Neoplasms, Leiomyomatosis, Loss of Heterozygosity, Male, Mice, Knockout, Transgenic, Middle Aged, Neoplastic Syndromes, Hereditary, Prospective Studies, Sensitivity and Specificity, Succinic Acid"
clme0240,whgu0274,Journal article,Journal of Pathology,Aberrant succination of proteins in fumarate hydratase-deficient mice and HLRCC patients is a robust biomarker of mutation status,"Bardella C, El-Bahrawy M, Frizzell N, Adam J, Ternette N, Hatipoglu E, Howarth K, O'Flaherty L, Roberts I, Turner G, Taylor J, Giaslakiotis K, Macaulay VM, Harris AL, Chandra A, Lehtonen HJ, Launonen V, Aaltonen LA, Pugh CW, Mihai R, Trudgian D, Kessler B, Baynes JW, Ratcliffe PJ, Tomlinson IP, Pollard PJ","Adult, Aged, Animals, Biomarkers, Tumor, Carcinoma, Renal Cell, Disease Models, Animal, Female, Fumarate Hydratase, Genetic Predisposition to Disease, Germ-Line Mutation, Humans, Kidney Neoplasms, Leiomyomatosis, Loss of Heterozygosity, Male, Mice, Knockout, Transgenic, Middle Aged, Neoplastic Syndromes, Hereditary, Prospective Studies, Sensitivity and Specificity, Succinic Acid"
clme0240,clme0220,Journal article,Journal of Pathology,Aberrant succination of proteins in fumarate hydratase-deficient mice and HLRCC patients is a robust biomarker of mutation status,"Bardella C, El-Bahrawy M, Frizzell N, Adam J, Ternette N, Hatipoglu E, Howarth K, O'Flaherty L, Roberts I, Turner G, Taylor J, Giaslakiotis K, Macaulay VM, Harris AL, Chandra A, Lehtonen HJ, Launonen V, Aaltonen LA, Pugh CW, Mihai R, Trudgian D, Kessler B, Baynes JW, Ratcliffe PJ, Tomlinson IP, Pollard PJ","Adult, Aged, Animals, Biomarkers, Tumor, Carcinoma, Renal Cell, Disease Models, Animal, Female, Fumarate Hydratase, Genetic Predisposition to Disease, Germ-Line Mutation, Humans, Kidney Neoplasms, Leiomyomatosis, Loss of Heterozygosity, Male, Mice, Knockout, Transgenic, Middle Aged, Neoplastic Syndromes, Hereditary, Prospective Studies, Sensitivity and Specificity, Succinic Acid"
clme0240,immd0180,Journal article,Journal of Pathology,Aberrant succination of proteins in fumarate hydratase-deficient mice and HLRCC patients is a robust biomarker of mutation status,"Bardella C, El-Bahrawy M, Frizzell N, Adam J, Ternette N, Hatipoglu E, Howarth K, O'Flaherty L, Roberts I, Turner G, Taylor J, Giaslakiotis K, Macaulay VM, Harris AL, Chandra A, Lehtonen HJ, Launonen V, Aaltonen LA, Pugh CW, Mihai R, Trudgian D, Kessler B, Baynes JW, Ratcliffe PJ, Tomlinson IP, Pollard PJ","Adult, Aged, Animals, Biomarkers, Tumor, Carcinoma, Renal Cell, Disease Models, Animal, Female, Fumarate Hydratase, Genetic Predisposition to Disease, Germ-Line Mutation, Humans, Kidney Neoplasms, Leiomyomatosis, Loss of Heterozygosity, Male, Mice, Knockout, Transgenic, Middle Aged, Neoplastic Syndromes, Hereditary, Prospective Studies, Sensitivity and Specificity, Succinic Acid"
whgu0378,whgu0274,Journal article,Journal of Pathology,Aberrant succination of proteins in fumarate hydratase-deficient mice and HLRCC patients is a robust biomarker of mutation status,"Bardella C, El-Bahrawy M, Frizzell N, Adam J, Ternette N, Hatipoglu E, Howarth K, O'Flaherty L, Roberts I, Turner G, Taylor J, Giaslakiotis K, Macaulay VM, Harris AL, Chandra A, Lehtonen HJ, Launonen V, Aaltonen LA, Pugh CW, Mihai R, Trudgian D, Kessler B, Baynes JW, Ratcliffe PJ, Tomlinson IP, Pollard PJ","Adult, Aged, Animals, Biomarkers, Tumor, Carcinoma, Renal Cell, Disease Models, Animal, Female, Fumarate Hydratase, Genetic Predisposition to Disease, Germ-Line Mutation, Humans, Kidney Neoplasms, Leiomyomatosis, Loss of Heterozygosity, Male, Mice, Knockout, Transgenic, Middle Aged, Neoplastic Syndromes, Hereditary, Prospective Studies, Sensitivity and Specificity, Succinic Acid"
whgu0378,clme0220,Journal article,Journal of Pathology,Aberrant succination of proteins in fumarate hydratase-deficient mice and HLRCC patients is a robust biomarker of mutation status,"Bardella C, El-Bahrawy M, Frizzell N, Adam J, Ternette N, Hatipoglu E, Howarth K, O'Flaherty L, Roberts I, Turner G, Taylor J, Giaslakiotis K, Macaulay VM, Harris AL, Chandra A, Lehtonen HJ, Launonen V, Aaltonen LA, Pugh CW, Mihai R, Trudgian D, Kessler B, Baynes JW, Ratcliffe PJ, Tomlinson IP, Pollard PJ","Adult, Aged, Animals, Biomarkers, Tumor, Carcinoma, Renal Cell, Disease Models, Animal, Female, Fumarate Hydratase, Genetic Predisposition to Disease, Germ-Line Mutation, Humans, Kidney Neoplasms, Leiomyomatosis, Loss of Heterozygosity, Male, Mice, Knockout, Transgenic, Middle Aged, Neoplastic Syndromes, Hereditary, Prospective Studies, Sensitivity and Specificity, Succinic Acid"
whgu0378,immd0180,Journal article,Journal of Pathology,Aberrant succination of proteins in fumarate hydratase-deficient mice and HLRCC patients is a robust biomarker of mutation status,"Bardella C, El-Bahrawy M, Frizzell N, Adam J, Ternette N, Hatipoglu E, Howarth K, O'Flaherty L, Roberts I, Turner G, Taylor J, Giaslakiotis K, Macaulay VM, Harris AL, Chandra A, Lehtonen HJ, Launonen V, Aaltonen LA, Pugh CW, Mihai R, Trudgian D, Kessler B, Baynes JW, Ratcliffe PJ, Tomlinson IP, Pollard PJ","Adult, Aged, Animals, Biomarkers, Tumor, Carcinoma, Renal Cell, Disease Models, Animal, Female, Fumarate Hydratase, Genetic Predisposition to Disease, Germ-Line Mutation, Humans, Kidney Neoplasms, Leiomyomatosis, Loss of Heterozygosity, Male, Mice, Knockout, Transgenic, Middle Aged, Neoplastic Syndromes, Hereditary, Prospective Studies, Sensitivity and Specificity, Succinic Acid"
whgu0274,clme0220,Journal article,Journal of Pathology,Aberrant succination of proteins in fumarate hydratase-deficient mice and HLRCC patients is a robust biomarker of mutation status,"Bardella C, El-Bahrawy M, Frizzell N, Adam J, Ternette N, Hatipoglu E, Howarth K, O'Flaherty L, Roberts I, Turner G, Taylor J, Giaslakiotis K, Macaulay VM, Harris AL, Chandra A, Lehtonen HJ, Launonen V, Aaltonen LA, Pugh CW, Mihai R, Trudgian D, Kessler B, Baynes JW, Ratcliffe PJ, Tomlinson IP, Pollard PJ","Adult, Aged, Animals, Biomarkers, Tumor, Carcinoma, Renal Cell, Disease Models, Animal, Female, Fumarate Hydratase, Genetic Predisposition to Disease, Germ-Line Mutation, Humans, Kidney Neoplasms, Leiomyomatosis, Loss of Heterozygosity, Male, Mice, Knockout, Transgenic, Middle Aged, Neoplastic Syndromes, Hereditary, Prospective Studies, Sensitivity and Specificity, Succinic Acid"
whgu0274,immd0180,Journal article,Journal of Pathology,Aberrant succination of proteins in fumarate hydratase-deficient mice and HLRCC patients is a robust biomarker of mutation status,"Bardella C, El-Bahrawy M, Frizzell N, Adam J, Ternette N, Hatipoglu E, Howarth K, O'Flaherty L, Roberts I, Turner G, Taylor J, Giaslakiotis K, Macaulay VM, Harris AL, Chandra A, Lehtonen HJ, Launonen V, Aaltonen LA, Pugh CW, Mihai R, Trudgian D, Kessler B, Baynes JW, Ratcliffe PJ, Tomlinson IP, Pollard PJ","Adult, Aged, Animals, Biomarkers, Tumor, Carcinoma, Renal Cell, Disease Models, Animal, Female, Fumarate Hydratase, Genetic Predisposition to Disease, Germ-Line Mutation, Humans, Kidney Neoplasms, Leiomyomatosis, Loss of Heterozygosity, Male, Mice, Knockout, Transgenic, Middle Aged, Neoplastic Syndromes, Hereditary, Prospective Studies, Sensitivity and Specificity, Succinic Acid"
clme0220,immd0180,Journal article,Journal of Pathology,Aberrant succination of proteins in fumarate hydratase-deficient mice and HLRCC patients is a robust biomarker of mutation status,"Bardella C, El-Bahrawy M, Frizzell N, Adam J, Ternette N, Hatipoglu E, Howarth K, O'Flaherty L, Roberts I, Turner G, Taylor J, Giaslakiotis K, Macaulay VM, Harris AL, Chandra A, Lehtonen HJ, Launonen V, Aaltonen LA, Pugh CW, Mihai R, Trudgian D, Kessler B, Baynes JW, Ratcliffe PJ, Tomlinson IP, Pollard PJ","Adult, Aged, Animals, Biomarkers, Tumor, Carcinoma, Renal Cell, Disease Models, Animal, Female, Fumarate Hydratase, Genetic Predisposition to Disease, Germ-Line Mutation, Humans, Kidney Neoplasms, Leiomyomatosis, Loss of Heterozygosity, Male, Mice, Knockout, Transgenic, Middle Aged, Neoplastic Syndromes, Hereditary, Prospective Studies, Sensitivity and Specificity, Succinic Acid"
clne0102,clne0013,Journal article,Trends in Cognitive Sciences,Functional connectomics from resting-state fMRI,"Smith SM, Beckmann CF, Jenkinson M, Miller KL, Robinson EC, Salimi-Khorshidi G, Woolrich MW, Vidaurre D, Glasser MF, Barch DM, Van Essen DC, Nichols TE, Uǧurbil K",
bioc0416,univ1102,Journal article,Magnetic Resonance in Medicine,Optimal sampling schedule for chemical exchange saturation transfer.,"Tee YK, Khrapitchev AA, Sibson NR, Payne SJ, Chappell MA","Bloch-McConnell equations, chemical exchange saturation transfer, magnetization transfer, optimal sampling schedule, Algorithms, Creatine, Magnetic Resonance Spectroscopy, Sample Size, Signal Processing, Computer-Assisted"
clme0149,clme0219,Journal article,Journal of Allergy and Clinical Immunology,Prostaglandin D2 activates group 2 innate lymphoid cells through chemoattractant receptor-homologous molecule expressed on TH2 cells,"Xue L, Salimi M, Panse I, Mjösberg JM, McKenzie ANJ, Spits H, Klenerman P, Ogg G",
clab0035,clab0101,Journal article,British Journal of Haematology,Silencing of ASXL1 impairs the granulomonocytic lineage potential of human CD34⁺ progenitor cells.,"Davies C, Yip BH, Fernandez-Mercado M, Woll PS, Agirre X, Prosper F, Jacobsen SE, Wainscoat JS, Pellagatti A, Boultwood J","Antigens, CD34, Case-Control Studies, Cell Culture Techniques, Cell Differentiation, Cell Growth Processes, Cell Lineage, Gene Silencing, Humans, K562 Cells, Myeloid Cells, RNA, Small Interfering, Repressor Proteins, Stem Cells, Transcriptome"
clab0035,path0511,Journal article,British Journal of Haematology,Silencing of ASXL1 impairs the granulomonocytic lineage potential of human CD34⁺ progenitor cells.,"Davies C, Yip BH, Fernandez-Mercado M, Woll PS, Agirre X, Prosper F, Jacobsen SE, Wainscoat JS, Pellagatti A, Boultwood J","Antigens, CD34, Case-Control Studies, Cell Culture Techniques, Cell Differentiation, Cell Growth Processes, Cell Lineage, Gene Silencing, Humans, K562 Cells, Myeloid Cells, RNA, Small Interfering, Repressor Proteins, Stem Cells, Transcriptome"
clab0101,path0511,Journal article,British Journal of Haematology,Silencing of ASXL1 impairs the granulomonocytic lineage potential of human CD34⁺ progenitor cells.,"Davies C, Yip BH, Fernandez-Mercado M, Woll PS, Agirre X, Prosper F, Jacobsen SE, Wainscoat JS, Pellagatti A, Boultwood J","Antigens, CD34, Case-Control Studies, Cell Culture Techniques, Cell Differentiation, Cell Growth Processes, Cell Lineage, Gene Silencing, Humans, K562 Cells, Myeloid Cells, RNA, Small Interfering, Repressor Proteins, Stem Cells, Transcriptome"
stat0054,quee1607,Journal article,Bioinformatics,NucleoFinder: a statistical approach for the detection of nucleosome positions.,"Becker J, Yau C, Hancock JM, Holmes CC","Cell Line, Genome, Human, High-Throughput Nucleotide Sequencing, Humans, Models, Statistical, Nucleosomes, Sequence Analysis, DNA"
ctsu0165,ctsu0052,Journal article,Seminars in Dialysis,Evidence for the Prevention and Treatment of Stroke in Dialysis Patients,"Herrington W, Haynes R, Staplin N, Emberson J, Baigent C, Landray M",
dpag0074,immd0679,Journal article,Nature Communications,Understanding functional miRNA-target interactions in vivo by site-specific genome engineering.,"Bassett AR, Azzam G, Wheatley L, Tibbit C, Rajakumar T, McGowan S, Stanger N, Ewels PA, Taylor S, Ponting CP, Liu JL, Sauka-Spengler T, Fulga TA",
dpag0074,immd0680,Journal article,Nature Communications,Understanding functional miRNA-target interactions in vivo by site-specific genome engineering.,"Bassett AR, Azzam G, Wheatley L, Tibbit C, Rajakumar T, McGowan S, Stanger N, Ewels PA, Taylor S, Ponting CP, Liu JL, Sauka-Spengler T, Fulga TA",
dpag0074,ocms0037,Journal article,Nature Communications,Understanding functional miRNA-target interactions in vivo by site-specific genome engineering.,"Bassett AR, Azzam G, Wheatley L, Tibbit C, Rajakumar T, McGowan S, Stanger N, Ewels PA, Taylor S, Ponting CP, Liu JL, Sauka-Spengler T, Fulga TA",
immd0679,immd0680,Journal article,Nature Communications,Understanding functional miRNA-target interactions in vivo by site-specific genome engineering.,"Bassett AR, Azzam G, Wheatley L, Tibbit C, Rajakumar T, McGowan S, Stanger N, Ewels PA, Taylor S, Ponting CP, Liu JL, Sauka-Spengler T, Fulga TA",
immd0679,ocms0037,Journal article,Nature Communications,Understanding functional miRNA-target interactions in vivo by site-specific genome engineering.,"Bassett AR, Azzam G, Wheatley L, Tibbit C, Rajakumar T, McGowan S, Stanger N, Ewels PA, Taylor S, Ponting CP, Liu JL, Sauka-Spengler T, Fulga TA",
immd0680,ocms0037,Journal article,Nature Communications,Understanding functional miRNA-target interactions in vivo by site-specific genome engineering.,"Bassett AR, Azzam G, Wheatley L, Tibbit C, Rajakumar T, McGowan S, Stanger N, Ewels PA, Taylor S, Ponting CP, Liu JL, Sauka-Spengler T, Fulga TA",
clme0220,immd0316,Journal article,British Journal of Cancer,Hypoxia regulates FGFR3 expression via HIF-1α and miR-100 and contributes to cell survival in non-muscle invasive bladder cancer.,"Blick C, Ramachandran A, Wigfield S, McCormick R, Jubb A, Buffa FM, Turley H, Knowles MA, Cranston D, Catto J, Harris AL","Cell Hypoxia, Cell Line, Tumor, Cell Proliferation, Cell Survival, Gene Expression, Gene Expression Regulation, Neoplastic, Humans, Hypoxia-Inducible Factor 1, alpha Subunit, MicroRNAs, Neoplasm Invasiveness, RNA Interference, RNA, Small Interfering, Receptor, Fibroblast Growth Factor, Type 3, Transcription, Genetic, Urinary Bladder Neoplasms"
card0027,clne0009,Journal article,Circulation,Multiethnic meta-analysis of genome-wide association studies in >100 000 subjects identifies 23 fibrinogen-associated Loci but no strong evidence of a causal association between circulating fibrinogen and cardiovascular disease.,"Sabater-Lleal M, Huang J, Chasman D, Naitza S, Dehghan A, Johnson AD, Teumer A, Reiner AP, Folkersen L, Basu S, Rudnicka AR, Trompet S, Mälarstig A, Baumert J, Bis JC, Guo X, Hottenga JJ, Shin SY, Lopez LM, Lahti J, Tanaka T, Yanek LR, Oudot-Mellakh T, Wilson JF, Navarro P, Huffman JE, Zemunik T, Redline S, Mehra R, Pulanic D, Rudan I, Wright AF, Kolcic I, Polasek O, Wild SH, Campbell H, Curb JD, Wallace R, Liu S, Eaton CB, Becker DM, Becker LC, Bandinelli S, Räikkönen K, Widen E, Palotie A, Fornage M, Green D, Gross M, Davies G, Harris SE, Liewald DC, Starr JM, Williams FM, Grant PJ, Spector TD, Strawbridge RJ, Silveira A, Sennblad B, Rivadeneira F, Uitterlinden AG, Franco OH, Hofman A, van Dongen J, Willemsen G, Boomsma DI, Yao J, Swords Jenny N, Haritunians T, McKnight B, Lumley T, Taylor KD, Rotter JI, Psaty BM, Peters A, Gieger C, Illig T, Grotevendt A, Homuth G, Völzke H, Kocher T, Goel A, Franzosi MG, Seedorf U, Clarke R, Steri M, Tarasov KV, Sanna S, Schlessinger D, Stott DJ, Sattar N, Buckley BM, Rumley A, Lowe GD, McArdle WL, Chen MH, Tofler GH, Song J, Boerwinkle E, Folsom AR, Rose LM, Franco-Cereceda A, Teichert M, Ikram MA, Mosley TH, Bevan S, Dichgans M, Rothwell PM, Sudlow CL, Hopewell JC, Chambers JC, Saleheen D, Kooner JS, Danesh J, Nelson CP, Erdmann J, Reilly MP, Kathiresan S, Schunkert H, Morange PE, Ferrucci L, Eriksson JG, Jacobs D, Deary IJ, Soranzo N, Witteman JC, de Geus EJ, Tracy RP, Hayward C, Koenig W, Cucca F, Jukema JW, Eriksson P, Seshadri S, Markus HS, Watkins H, Samani NJ, VTE Consortium, STROKE Consortium, Wellcome Trust Case Control Consortium 2 (WTCCC2), C4D Consortium, CARDIoGRAM Consortium, Wallaschofski H, Smith NL, Tregouet D, Ridker PM, Tang W, Strachan DP, Hamsten A, O'Donnell CJ","cardiovascular diseases, fibrinogen, gene expression, genome-wide association study, Adolescent, Adult, African Continental Ancestry Group, Aged, 80 and over, Cardiovascular Diseases, Coronary Artery Disease, European Continental Ancestry Group, Female, Fibrinogen, Genetic Loci, Genetic Predisposition to Disease, Genome-Wide Association Study, Hispanic Americans, Humans, Male, Middle Aged, Myocardial Infarction, Polymorphism, Single Nucleotide, Risk Factors, Stroke, Venous Thromboembolism, Young Adult"
raob0069,gree1620,Journal article,Lung Cancer,"Stereotactic ablative radiotherapy (SABR) for early stage, medically inoperable non-small cell lung cancer (NSCLC): initial outcomes from 2 years' experience at the Oxford Cancer Centre, Oxford University Hospitals NHS Trust","Hill E, Higgins G, Vallis K, Stuart R, Drummond L, Buckle A, Panakis N",
immd0237,cschof,Journal article,PLoS One,Potent and Selective Triazole-Based Inhibitors of the Hypoxia-Inducible Factor Prolyl-Hydroxylases with Activity in the Murine Brain.,"Chan MC, Atasoylu O, Hodson E, Tumber A, Leung IK, Chowdhury R, Gómez-Pérez V, Demetriades M, Rydzik AM, Holt-Martyn J, Tian YM, Bishop T, Claridge TD, Kawamura A, Pugh CW, Ratcliffe PJ, Schofield CJ",
immd0237,clme0240,Journal article,PLoS One,Potent and Selective Triazole-Based Inhibitors of the Hypoxia-Inducible Factor Prolyl-Hydroxylases with Activity in the Murine Brain.,"Chan MC, Atasoylu O, Hodson E, Tumber A, Leung IK, Chowdhury R, Gómez-Pérez V, Demetriades M, Rydzik AM, Holt-Martyn J, Tian YM, Bishop T, Claridge TD, Kawamura A, Pugh CW, Ratcliffe PJ, Schofield CJ",
immd0237,claridge,Journal article,PLoS One,Potent and Selective Triazole-Based Inhibitors of the Hypoxia-Inducible Factor Prolyl-Hydroxylases with Activity in the Murine Brain.,"Chan MC, Atasoylu O, Hodson E, Tumber A, Leung IK, Chowdhury R, Gómez-Pérez V, Demetriades M, Rydzik AM, Holt-Martyn J, Tian YM, Bishop T, Claridge TD, Kawamura A, Pugh CW, Ratcliffe PJ, Schofield CJ",
cschof,clme0240,Journal article,PLoS One,Potent and Selective Triazole-Based Inhibitors of the Hypoxia-Inducible Factor Prolyl-Hydroxylases with Activity in the Murine Brain.,"Chan MC, Atasoylu O, Hodson E, Tumber A, Leung IK, Chowdhury R, Gómez-Pérez V, Demetriades M, Rydzik AM, Holt-Martyn J, Tian YM, Bishop T, Claridge TD, Kawamura A, Pugh CW, Ratcliffe PJ, Schofield CJ",
cschof,claridge,Journal article,PLoS One,Potent and Selective Triazole-Based Inhibitors of the Hypoxia-Inducible Factor Prolyl-Hydroxylases with Activity in the Murine Brain.,"Chan MC, Atasoylu O, Hodson E, Tumber A, Leung IK, Chowdhury R, Gómez-Pérez V, Demetriades M, Rydzik AM, Holt-Martyn J, Tian YM, Bishop T, Claridge TD, Kawamura A, Pugh CW, Ratcliffe PJ, Schofield CJ",
clme0240,claridge,Journal article,PLoS One,Potent and Selective Triazole-Based Inhibitors of the Hypoxia-Inducible Factor Prolyl-Hydroxylases with Activity in the Murine Brain.,"Chan MC, Atasoylu O, Hodson E, Tumber A, Leung IK, Chowdhury R, Gómez-Pérez V, Demetriades M, Rydzik AM, Holt-Martyn J, Tian YM, Bishop T, Claridge TD, Kawamura A, Pugh CW, Ratcliffe PJ, Schofield CJ",
immd0237,whgu0256,Conference paper,European Journal of Cancer,Proffered Paper: Hypoxic regulation of the long non-coding transcriptome in breast cancer,"Choudhry H, Albukhari A, Schodel J, Oikonomopoulos S, Haider S, Ratcliffe P, Ragousis I, Mole D, Harris A",
immd0237,clme0220,Conference paper,European Journal of Cancer,Proffered Paper: Hypoxic regulation of the long non-coding transcriptome in breast cancer,"Choudhry H, Albukhari A, Schodel J, Oikonomopoulos S, Haider S, Ratcliffe P, Ragousis I, Mole D, Harris A",
whgu0256,clme0220,Conference paper,European Journal of Cancer,Proffered Paper: Hypoxic regulation of the long non-coding transcriptome in breast cancer,"Choudhry H, Albukhari A, Schodel J, Oikonomopoulos S, Haider S, Ratcliffe P, Ragousis I, Mole D, Harris A",
clab0025,clme0220,Journal article,Frontiers in Oncology,The notch ligand JAGGED1 as a target for anti-tumor therapy.,"Li D, Masiero M, Banham AH, Harris AL",
clab0025,immd0031,Journal article,Frontiers in Oncology,The notch ligand JAGGED1 as a target for anti-tumor therapy.,"Li D, Masiero M, Banham AH, Harris AL",
clme0220,immd0031,Journal article,Frontiers in Oncology,The notch ligand JAGGED1 as a target for anti-tumor therapy.,"Li D, Masiero M, Banham AH, Harris AL",
clne0102,engs0357,Conference paper,Proceedings / IEEE International Symposium on Biomedical Imaging: from nano to macro. IEEE International Symposium on Biomedical Imaging,Textural mutual information based on cluster trees for multimodal deformable registration,"Heinrich MP, Jenkinson M, Brady SM, Schnabel JA",
whgu0378,stat0054,Journal article,PLoS One,A novel test for gene-ancestry interactions in genome-wide association data.,"Davies JL, Cazier JB, Dunlop MG, Houlston RS, Tomlinson IP, Holmes CC","Colorectal Neoplasms, Cytochrome b Group, European Continental Ancestry Group, Genetic Predisposition to Disease, Genome-Wide Association Study, Genotype, Humans, Oxidoreductases, Phenotype"
gree0989,clme0845,Journal article,International Journal of Obesity,Persistent effects of women's parity and breastfeeding patterns on their body mass index: results from the Million Women Study.,"Bobrow KL, Quigley MA, Green J, Reeves GK, Beral V, Million Women Study Collaborators","Adiposity, Body Mass Index, Breast Feeding, Cross-Sectional Studies, Female, Great Britain, Health Promotion, Humans, Middle Aged, Obesity, Parity, Pregnancy, Prospective Studies, Surveys and Questionnaires, Time Factors"
gree0989,gree1192,Journal article,Scandinavian Journal of Work Environment and Health,Characteristics of the Million Women Study participants who have and have not worked at night.,"Wang XS, Travis RC, Reeves G, Green J, Allen NE, Key TJ, Roddam AW, Beral V","Anthropometry, Female, Great Britain, Humans, Life Style, Middle Aged, Prospective Studies, Work Schedule Tolerance"
gree0989,clme0845,Journal article,Scandinavian Journal of Work Environment and Health,Characteristics of the Million Women Study participants who have and have not worked at night.,"Wang XS, Travis RC, Reeves G, Green J, Allen NE, Key TJ, Roddam AW, Beral V","Anthropometry, Female, Great Britain, Humans, Life Style, Middle Aged, Prospective Studies, Work Schedule Tolerance"
gree1192,clme0845,Journal article,Scandinavian Journal of Work Environment and Health,Characteristics of the Million Women Study participants who have and have not worked at night.,"Wang XS, Travis RC, Reeves G, Green J, Allen NE, Key TJ, Roddam AW, Beral V","Anthropometry, Female, Great Britain, Humans, Life Style, Middle Aged, Prospective Studies, Work Schedule Tolerance"
gree0989,clme0845,Journal article,British Journal of Cancer,A short-term increase in cancer risk associated with daytime napping is likely to reflect pre-clinical disease: prospective cohort study.,"Cairns BJ, Travis RC, Wang XS, Reeves GK, Green J, Beral V, Million Women Study Collaborators","Breast Neoplasms, Cohort Studies, Female, Follow-Up Studies, Great Britain, Humans, Middle Aged, Neoplasms, Prospective Studies, Risk, Risk Factors, Sleep Wake Disorders"
clne0024,univ1102,Journal article,Magnetic Resonance in Medicine,Quantitative Bayesian model-based analysis of amide proton transfer MRI,"Chappell MA, Donahue MJ, Tee YK, Khrapitchev AA, Sibson NR, Jezzard P, Payne SJ",
clne0024,bioc0416,Journal article,Magnetic Resonance in Medicine,Quantitative Bayesian model-based analysis of amide proton transfer MRI,"Chappell MA, Donahue MJ, Tee YK, Khrapitchev AA, Sibson NR, Jezzard P, Payne SJ",
univ1102,bioc0416,Journal article,Magnetic Resonance in Medicine,Quantitative Bayesian model-based analysis of amide proton transfer MRI,"Chappell MA, Donahue MJ, Tee YK, Khrapitchev AA, Sibson NR, Jezzard P, Payne SJ",
immd0237,cschof,Journal article,Organic and Biomolecular Chemistry,Dual-action inhibitors of HIF prolyl hydroxylases that induce binding of a second iron ion.,"Yeoh KK, Chan MC, Thalhammer A, Demetriades M, Chowdhury R, Tian YM, Stolze I, McNeill LA, Lee MK, Woon EC, Mackeen MM, Kawamura A, Ratcliffe PJ, Mecinović J, Schofield CJ","Catalytic Domain, Cell Line, Tumor, Humans, Hydrazines, Hypoxia-Inducible Factor-Proline Dioxygenases, Iron, Molecular Docking Simulation, Procollagen-Proline Dioxygenase, Protein Binding, Spectrometry, Mass, Electrospray Ionization"
immd0075,clme0195,Journal article,Cell Reports,ATRX Plays a Key Role in Maintaining Silencing at Interstitial Heterochromatic Loci and Imprinted Genes.,"Voon HP, Hughes JR, Rode C, De La Rosa-Velázquez IA, Jenuwein T, Feil R, Higgs DR, Gibbons RJ","Heterochromatin, Animals, Mice, DNA Helicases, Nuclear Proteins, Histones, Chromatin Immunoprecipitation, Chromatin Assembly and Disassembly, Gene Silencing, Gene Knockout Techniques, Genetic Loci, Real-Time Polymerase Chain Reaction"
gree1620,clme0670,Journal article,Radiation Oncology,"NVP-BEZ235 and NVP-BGT226, dual phosphatidylinositol 3-kinase/mammalian target of rapamycin inhibitors, enhance tumor and endothelial cell radiosensitivity.","Fokas E, Yoshimura M, Prevo R, Higgins G, Hackl W, Maira SM, Bernhard EJ, McKenna WG, Muschel RJ","Cell Line, Tumor, Endothelial Cells, Human Umbilical Vein Endothelial Cells, Humans, Imidazoles, Phosphatidylinositol 3-Kinases, Quinolines, Radiation-Sensitizing Agents, TOR Serine-Threonine Kinases"
gree1620,clme0667,Journal article,Radiation Oncology,"NVP-BEZ235 and NVP-BGT226, dual phosphatidylinositol 3-kinase/mammalian target of rapamycin inhibitors, enhance tumor and endothelial cell radiosensitivity.","Fokas E, Yoshimura M, Prevo R, Higgins G, Hackl W, Maira SM, Bernhard EJ, McKenna WG, Muschel RJ","Cell Line, Tumor, Endothelial Cells, Human Umbilical Vein Endothelial Cells, Humans, Imidazoles, Phosphatidylinositol 3-Kinases, Quinolines, Radiation-Sensitizing Agents, TOR Serine-Threonine Kinases"
