Source,Target,Weight,Publication Type,Publication Name,Title,Co-authors,Keywords
CC234,SC10021,0.111111111111,Journal article,Nature,The clonal and mutational evolution spectrum of primary triple-negative breast cancers,"Shah SP, Roth A, Goya R, Oloumi A, Ha G, Zhao Y, Turashvili G, Ding J, Tse K, Haffari G",[]
PP10001,SC10021,0.111111111111,Journal article,Nature,The clonal and mutational evolution spectrum of primary triple-negative breast cancers,"Shah SP, Roth A, Goya R, Oloumi A, Ha G, Zhao Y, Turashvili G, Ding J, Tse K, Haffari G",[]
TDF21,FIA20,0.111111111111,Journal article,Neuropsychopharmacology,Baseline-dependent effects of cocaine pre-exposure on impulsivity and D 2/3 receptor availability in the rat striatum: Possible relevance to the attention-deficit hyperactivity syndrome,"Caprioli D, Hong YT, Sawiak SJ, Ferrari V, Williamson DJ, Jupp B, Adrian Carpenter T, Aigbirhio FI, Everitt BJ, Robbins TW",[]
HS310,ACA20,0.111111111111,Journal article,Journal of Medical Genetics,"A risk prediction algorithm for ovarian cancer incorporating BRCA1, BRCA2, common alleles and other familial effects","Jervis S, Song H, Lee A, Dicks E, Harrington P, Baynes C, Manchanda R, Easton DF, Jacobs I, Pharoah PPD",[]
HS310,DFE20,0.111111111111,Journal article,Journal of Medical Genetics,"A risk prediction algorithm for ovarian cancer incorporating BRCA1, BRCA2, common alleles and other familial effects","Jervis S, Song H, Lee A, Dicks E, Harrington P, Baynes C, Manchanda R, Easton DF, Jacobs I, Pharoah PPD",[]
ACA20,DFE20,0.111111111111,Journal article,Journal of Medical Genetics,"A risk prediction algorithm for ovarian cancer incorporating BRCA1, BRCA2, common alleles and other familial effects","Jervis S, Song H, Lee A, Dicks E, Harrington P, Baynes C, Manchanda R, Easton DF, Jacobs I, Pharoah PPD",[]
KK101,NJW1004,0.111111111111,Journal article,European Journal of Epidemiology,An epidemiological model for prediction of endometrial cancer risk in Europe,"Hüsing A, Dossus L, Ferrari P, Tjønneland A, Hansen L, Fagherazzi G, Baglietto L, Schock H, Chang-Claude J, Boeing H",[]
KK101,NJW1004,0.25,Journal article,Diabetologia,No evidence of an increased mortality risk associated with low levels of glycated haemoglobin in a non-diabetic UK population,"Pfister R, Sharp SJ, Luben R, Khaw KT, Wareham NJ","[u'HbA(1c)', u'Low glycaemia', u'Mortality', u'ALL-CAUSE MORTALITY', u'NEW-ZEALAND LINKAGE', u'CARDIOVASCULAR-DISEASE', u'EPIC-NORFOLK', u'GLYCOSYLATED HEMOGLOBIN', u'COLORECTAL-CANCER', u'ACCORD TRIAL', u'GLUCOSE', u'WOMEN', u'A1C']"
acl34,PPD21,0.125,Journal article,Methods in Molecular Biology,Affinity purification of protein complexes from Drosophila embryos in cell cycle studies,"Lipinszki Z, Wang P, Grant R, Lindon C, Dzhindzhev NS, D'Avino PP, Przewloka MR, Glover DM, Archambault V",[]
KMB1001,FAG1000,0.5,Journal article,NMR in Biomedicine,Imaging pH with hyperpolarized C-13,"Gallagher FA, Kettunen MI, Brindle KM","[u'pH', u'tumor', u'MRI', u'hyperpolarized carbon', u'dynamic nuclear polarization', u'C-13', u'bicarbonate', u'pyruvate', u'POSITRON-EMISSION-TOMOGRAPHY', u'MAGNETIC-RESONANCE-SPECTROSCOPY', u'SATURATION-TRANSFER CEST', u'IN-VIVO', u'EXTRACELLULAR PH', u'CARBONIC-ANHYDRASE', u'TUMOR PH', u'INTRACELLULAR PH', u'CONTRAST AGENT', u'BRAIN PH']"
KK101,NJW1004,0.25,Conference,Gut,PHYSICAL ACTIVITY AND THE RISK OF DEVELOPING PANCREATIC CANCER - DATA FROM A UK PROSPECTIVE STUDY (EPIC-NORFOLK),"Banim PJR, Luben R, Khaw KT, Wareham N, Hart AR","[u'Aetiology', u'Pancreatic cancer', u'Physical activity']"
ACA20,DFE20,0.111111111111,Journal article,Human Genetics,Haplotype structure in Ashkenazi Jewish BRCA1 and BRCA2 mutation carriers,"Im KM, Kirchhoff T, Wang XS, Green T, Chow CY, Vijai J, Korn J, Gaudet MM, Fredericksen Z, Pankratz VS","[u'TAY-SACHS DISEASE', u'BREAST-CANCER', u'POSITIVE SELECTION', u'GENETIC-VARIATION', u'POPULATION', u'FREQUENCY', u'GENOME', u'JEWS', u'ASSOCIATION', u'SIGNATURES']"
AMD24,PP10001,0.111111111111,Journal article,Human Molecular Genetics,A large-scale assessment of two-way SNP interactions in breast cancer susceptibility using 46 450 cases and 42 461 controls from the breast cancer association consortium,"Milne RL, Herranz J, Michailidou K, Dennis J, Tyrer JP, Zamora MP, Arias-Perez JI, Gonzalez-Neira A, Pita G, Alonso MR",[]
AMD24,DFE20,0.111111111111,Journal article,Human Molecular Genetics,A large-scale assessment of two-way SNP interactions in breast cancer susceptibility using 46 450 cases and 42 461 controls from the breast cancer association consortium,"Milne RL, Herranz J, Michailidou K, Dennis J, Tyrer JP, Zamora MP, Arias-Perez JI, Gonzalez-Neira A, Pita G, Alonso MR",[]
AMD24,jgd29,0.111111111111,Journal article,Human Molecular Genetics,A large-scale assessment of two-way SNP interactions in breast cancer susceptibility using 46 450 cases and 42 461 controls from the breast cancer association consortium,"Milne RL, Herranz J, Michailidou K, Dennis J, Tyrer JP, Zamora MP, Arias-Perez JI, Gonzalez-Neira A, Pita G, Alonso MR",[]
PP10001,DFE20,0.111111111111,Journal article,Human Molecular Genetics,A large-scale assessment of two-way SNP interactions in breast cancer susceptibility using 46 450 cases and 42 461 controls from the breast cancer association consortium,"Milne RL, Herranz J, Michailidou K, Dennis J, Tyrer JP, Zamora MP, Arias-Perez JI, Gonzalez-Neira A, Pita G, Alonso MR",[]
PP10001,jgd29,0.111111111111,Journal article,Human Molecular Genetics,A large-scale assessment of two-way SNP interactions in breast cancer susceptibility using 46 450 cases and 42 461 controls from the breast cancer association consortium,"Milne RL, Herranz J, Michailidou K, Dennis J, Tyrer JP, Zamora MP, Arias-Perez JI, Gonzalez-Neira A, Pita G, Alonso MR",[]
DFE20,jgd29,0.111111111111,Journal article,Human Molecular Genetics,A large-scale assessment of two-way SNP interactions in breast cancer susceptibility using 46 450 cases and 42 461 controls from the breast cancer association consortium,"Milne RL, Herranz J, Michailidou K, Dennis J, Tyrer JP, Zamora MP, Arias-Perez JI, Gonzalez-Neira A, Pita G, Alonso MR",[]
OAS23,AMD3,0.5,Conference,Biopolymers,Inhibition of Human Insulin Aggregation through Supramolecular Host-Guest Interactions,"Christie FC, Donald AM, Scherman OA",[]
KK101,NJW1004,0.2,Conference,Gut,THE ROLE OF DIETARY CHOLESTEROL AND TRANSFATTY ACIDS IN THE AETIOLOGY OF GALLSTONES: A UK PROSPECTIVE COHORT STUDY (EPIC-NORFOLK) USING 7-DAY FOOD DIARIES,"Banim PJR, Luben R, Sharp SJ, Wareham NJ, Khaw KT, Hart AR","[u'aetiology', u'cholesterol', u'gallstones', u'trans fatty acid']"
KK101,NJW1004,0.111111111111,Journal article,"Cancer Epidemiology, Biomarkers and Prevention","Genetic polymorphisms in 15q25 and 19q13 loci, cotinine levels, and risk of lung cancer in EPIC","Timofeeva MN, McKay JD, Smith GD, Johansson M, Byrnes GB, Chabrier A, Relton C, Ueland PM, Vollset SE, Midttun Ø",[]
KK101,NJW1004,0.111111111111,Journal article,"Cancer Epidemiology, Biomarkers and Prevention",Concentrations of IGF-I and IGFBP-3 and Brain Tumor Risk in the European Prospective Investigation into Cancer and Nutrition,"Rohrmann S, Linseisen J, Becker S, Allen N, Schlehofer B, Overvad K, Olsen A, Tjonneland A, Melin BS, Lund E","[u'GROWTH-FACTOR-I', u'BINDING PROTEIN-3', u'EPIC PROJECT', u'SERUM-LEVELS', u'SYSTEM', u'EPIDEMIOLOGY', u'APOPTOSIS', u'COHORT']"
TDF21,FIA20,0.125,Journal article,Neurobiology of Disease,Characterizing infarction and selective neuronal loss following temporary focal cerebral ischemia in the rat: A multi-modality imaging study,"Ejaz S, Williamson DJ, Ahmed T, Sitnikov S, Hong YT, Sawiak SJ, Fryer TD, Aigbirhio FI, Baron JC",[]
TDF21,FIA20,0.111111111111,Journal article,Journal of Nuclear Medicine,Synthesis and evaluation of 18F-FE-PEO in rodents: An 18F-labeled full agonist for opioid receptor imaging,"Riss PJ, Hong YT, Marton J, Caprioli D, Williamson DJ, Ferrari V, Saigal N, Roth BL, Henriksen G, Fryer TD",[]
JHFR2,TDF21,0.111111111111,Conference,Circulation,Imaging of Hypoxia and Inflammation in Carotid Atherosclerosis With 18F-Fluoromisonidazole and 18F-Fluorodeoxyglucose Positron Emission Tomography,"Joshi FR, Manavaki R, Fryer TD, Buscombe JR, Smith R, Figg N, Gillard JH, Young VE, Graves MJ, Aigbirhio FI","[u'Arteriosclerosis', u'Positron emission tomography', u'Inflammation', u'Hypoxia']"
JHFR2,JHG21,0.111111111111,Conference,Circulation,Imaging of Hypoxia and Inflammation in Carotid Atherosclerosis With 18F-Fluoromisonidazole and 18F-Fluorodeoxyglucose Positron Emission Tomography,"Joshi FR, Manavaki R, Fryer TD, Buscombe JR, Smith R, Figg N, Gillard JH, Young VE, Graves MJ, Aigbirhio FI","[u'Arteriosclerosis', u'Positron emission tomography', u'Inflammation', u'Hypoxia']"
TDF21,JHG21,0.111111111111,Conference,Circulation,Imaging of Hypoxia and Inflammation in Carotid Atherosclerosis With 18F-Fluoromisonidazole and 18F-Fluorodeoxyglucose Positron Emission Tomography,"Joshi FR, Manavaki R, Fryer TD, Buscombe JR, Smith R, Figg N, Gillard JH, Young VE, Graves MJ, Aigbirhio FI","[u'Arteriosclerosis', u'Positron emission tomography', u'Inflammation', u'Hypoxia']"
CFK23,JJB12,0.333333333333,Journal article,Progress in Biomedical Optics and Imaging - Proceedings of SPIE,Molecular imaging with surface-enhanced CARS on nanostructures,"Steuwe C, Kaminski CF, Baumberg JJ, Mahajan S",[]
FMW22,jau20,0.333333333333,Journal article,BMJ: British Medical Journal,Factors associated with the presence of diabetic ketoacidosis at diagnosis of diabetes in children and young adults: a systematic review,"Usher-Smith JA, Thompson MJ, Sharp SJ, Walter FM","[u'BETA-CELL FUNCTION', u'CLINICAL CHARACTERISTICS', u'LABORATORY CHARACTERISTICS', u'CONSENSUS STATEMENT', u'DELAYED DIAGNOSIS', u'PARTIAL REMISSION', u'METABOLIC CONTROL', u'MELLITUS', u'ONSET', u'ADOLESCENTS']"
st321,ARV22,0.111111111111,Journal article,Cancer Research,Contributions to drug resistance in glioblastoma derived from malignant cells in the sub-ependymal zone,"Piccirillo SGM, Spiteri I, Sottoriva A, Touloumis A, Ber S, Price SJ, Heywood R, Francis NJ, Howarth KD, Collins VP",[]
st321,KDH29,0.111111111111,Journal article,Cancer Research,Contributions to drug resistance in glioblastoma derived from malignant cells in the sub-ependymal zone,"Piccirillo SGM, Spiteri I, Sottoriva A, Touloumis A, Ber S, Price SJ, Heywood R, Francis NJ, Howarth KD, Collins VP",[]
st321,SP577,0.111111111111,Journal article,Cancer Research,Contributions to drug resistance in glioblastoma derived from malignant cells in the sub-ependymal zone,"Piccirillo SGM, Spiteri I, Sottoriva A, Touloumis A, Ber S, Price SJ, Heywood R, Francis NJ, Howarth KD, Collins VP",[]
st321,CW209,0.111111111111,Journal article,Cancer Research,Contributions to drug resistance in glioblastoma derived from malignant cells in the sub-ependymal zone,"Piccirillo SGM, Spiteri I, Sottoriva A, Touloumis A, Ber S, Price SJ, Heywood R, Francis NJ, Howarth KD, Collins VP",[]
st321,SJP58,0.111111111111,Journal article,Cancer Research,Contributions to drug resistance in glioblastoma derived from malignant cells in the sub-ependymal zone,"Piccirillo SGM, Spiteri I, Sottoriva A, Touloumis A, Ber S, Price SJ, Heywood R, Francis NJ, Howarth KD, Collins VP",[]
ARV22,KDH29,0.111111111111,Journal article,Cancer Research,Contributions to drug resistance in glioblastoma derived from malignant cells in the sub-ependymal zone,"Piccirillo SGM, Spiteri I, Sottoriva A, Touloumis A, Ber S, Price SJ, Heywood R, Francis NJ, Howarth KD, Collins VP",[]
ARV22,SP577,0.111111111111,Journal article,Cancer Research,Contributions to drug resistance in glioblastoma derived from malignant cells in the sub-ependymal zone,"Piccirillo SGM, Spiteri I, Sottoriva A, Touloumis A, Ber S, Price SJ, Heywood R, Francis NJ, Howarth KD, Collins VP",[]
ARV22,CW209,0.111111111111,Journal article,Cancer Research,Contributions to drug resistance in glioblastoma derived from malignant cells in the sub-ependymal zone,"Piccirillo SGM, Spiteri I, Sottoriva A, Touloumis A, Ber S, Price SJ, Heywood R, Francis NJ, Howarth KD, Collins VP",[]
ARV22,SJP58,0.111111111111,Journal article,Cancer Research,Contributions to drug resistance in glioblastoma derived from malignant cells in the sub-ependymal zone,"Piccirillo SGM, Spiteri I, Sottoriva A, Touloumis A, Ber S, Price SJ, Heywood R, Francis NJ, Howarth KD, Collins VP",[]
KDH29,SP577,0.111111111111,Journal article,Cancer Research,Contributions to drug resistance in glioblastoma derived from malignant cells in the sub-ependymal zone,"Piccirillo SGM, Spiteri I, Sottoriva A, Touloumis A, Ber S, Price SJ, Heywood R, Francis NJ, Howarth KD, Collins VP",[]
KDH29,CW209,0.111111111111,Journal article,Cancer Research,Contributions to drug resistance in glioblastoma derived from malignant cells in the sub-ependymal zone,"Piccirillo SGM, Spiteri I, Sottoriva A, Touloumis A, Ber S, Price SJ, Heywood R, Francis NJ, Howarth KD, Collins VP",[]
KDH29,SJP58,0.111111111111,Journal article,Cancer Research,Contributions to drug resistance in glioblastoma derived from malignant cells in the sub-ependymal zone,"Piccirillo SGM, Spiteri I, Sottoriva A, Touloumis A, Ber S, Price SJ, Heywood R, Francis NJ, Howarth KD, Collins VP",[]
SP577,CW209,0.111111111111,Journal article,Cancer Research,Contributions to drug resistance in glioblastoma derived from malignant cells in the sub-ependymal zone,"Piccirillo SGM, Spiteri I, Sottoriva A, Touloumis A, Ber S, Price SJ, Heywood R, Francis NJ, Howarth KD, Collins VP",[]
SP577,SJP58,0.111111111111,Journal article,Cancer Research,Contributions to drug resistance in glioblastoma derived from malignant cells in the sub-ependymal zone,"Piccirillo SGM, Spiteri I, Sottoriva A, Touloumis A, Ber S, Price SJ, Heywood R, Francis NJ, Howarth KD, Collins VP",[]
CW209,SJP58,0.111111111111,Journal article,Cancer Research,Contributions to drug resistance in glioblastoma derived from malignant cells in the sub-ependymal zone,"Piccirillo SGM, Spiteri I, Sottoriva A, Touloumis A, Ber S, Price SJ, Heywood R, Francis NJ, Howarth KD, Collins VP",[]
PP10001,HS310,0.111111111111,Journal article,Clinical Cancer Research,Germline Mutation in BRCA1 or BRCA2 and Ten-Year Survival for Women Diagnosed with Epithelial Ovarian Cancer,"Candido-dos-Reis FJ, Song H, Goode EL, Cunningham JM, Fridley BL, Larson MC, Alsop K, Dicks E, Harrington P, Ramus SJ",[]
PP10001,ACA20,0.111111111111,Journal article,Clinical Cancer Research,Germline Mutation in BRCA1 or BRCA2 and Ten-Year Survival for Women Diagnosed with Epithelial Ovarian Cancer,"Candido-dos-Reis FJ, Song H, Goode EL, Cunningham JM, Fridley BL, Larson MC, Alsop K, Dicks E, Harrington P, Ramus SJ",[]
PP10001,DFE20,0.111111111111,Journal article,Clinical Cancer Research,Germline Mutation in BRCA1 or BRCA2 and Ten-Year Survival for Women Diagnosed with Epithelial Ovarian Cancer,"Candido-dos-Reis FJ, Song H, Goode EL, Cunningham JM, Fridley BL, Larson MC, Alsop K, Dicks E, Harrington P, Ramus SJ",[]
PP10001,MDT33,0.111111111111,Journal article,Clinical Cancer Research,Germline Mutation in BRCA1 or BRCA2 and Ten-Year Survival for Women Diagnosed with Epithelial Ovarian Cancer,"Candido-dos-Reis FJ, Song H, Goode EL, Cunningham JM, Fridley BL, Larson MC, Alsop K, Dicks E, Harrington P, Ramus SJ",[]
PP10001,JDB1003,0.111111111111,Journal article,Clinical Cancer Research,Germline Mutation in BRCA1 or BRCA2 and Ten-Year Survival for Women Diagnosed with Epithelial Ovarian Cancer,"Candido-dos-Reis FJ, Song H, Goode EL, Cunningham JM, Fridley BL, Larson MC, Alsop K, Dicks E, Harrington P, Ramus SJ",[]
HS310,ACA20,0.111111111111,Journal article,Clinical Cancer Research,Germline Mutation in BRCA1 or BRCA2 and Ten-Year Survival for Women Diagnosed with Epithelial Ovarian Cancer,"Candido-dos-Reis FJ, Song H, Goode EL, Cunningham JM, Fridley BL, Larson MC, Alsop K, Dicks E, Harrington P, Ramus SJ",[]
HS310,DFE20,0.111111111111,Journal article,Clinical Cancer Research,Germline Mutation in BRCA1 or BRCA2 and Ten-Year Survival for Women Diagnosed with Epithelial Ovarian Cancer,"Candido-dos-Reis FJ, Song H, Goode EL, Cunningham JM, Fridley BL, Larson MC, Alsop K, Dicks E, Harrington P, Ramus SJ",[]
HS310,MDT33,0.111111111111,Journal article,Clinical Cancer Research,Germline Mutation in BRCA1 or BRCA2 and Ten-Year Survival for Women Diagnosed with Epithelial Ovarian Cancer,"Candido-dos-Reis FJ, Song H, Goode EL, Cunningham JM, Fridley BL, Larson MC, Alsop K, Dicks E, Harrington P, Ramus SJ",[]
HS310,JDB1003,0.111111111111,Journal article,Clinical Cancer Research,Germline Mutation in BRCA1 or BRCA2 and Ten-Year Survival for Women Diagnosed with Epithelial Ovarian Cancer,"Candido-dos-Reis FJ, Song H, Goode EL, Cunningham JM, Fridley BL, Larson MC, Alsop K, Dicks E, Harrington P, Ramus SJ",[]
ACA20,DFE20,0.111111111111,Journal article,Clinical Cancer Research,Germline Mutation in BRCA1 or BRCA2 and Ten-Year Survival for Women Diagnosed with Epithelial Ovarian Cancer,"Candido-dos-Reis FJ, Song H, Goode EL, Cunningham JM, Fridley BL, Larson MC, Alsop K, Dicks E, Harrington P, Ramus SJ",[]
ACA20,MDT33,0.111111111111,Journal article,Clinical Cancer Research,Germline Mutation in BRCA1 or BRCA2 and Ten-Year Survival for Women Diagnosed with Epithelial Ovarian Cancer,"Candido-dos-Reis FJ, Song H, Goode EL, Cunningham JM, Fridley BL, Larson MC, Alsop K, Dicks E, Harrington P, Ramus SJ",[]
ACA20,JDB1003,0.111111111111,Journal article,Clinical Cancer Research,Germline Mutation in BRCA1 or BRCA2 and Ten-Year Survival for Women Diagnosed with Epithelial Ovarian Cancer,"Candido-dos-Reis FJ, Song H, Goode EL, Cunningham JM, Fridley BL, Larson MC, Alsop K, Dicks E, Harrington P, Ramus SJ",[]
DFE20,MDT33,0.111111111111,Journal article,Clinical Cancer Research,Germline Mutation in BRCA1 or BRCA2 and Ten-Year Survival for Women Diagnosed with Epithelial Ovarian Cancer,"Candido-dos-Reis FJ, Song H, Goode EL, Cunningham JM, Fridley BL, Larson MC, Alsop K, Dicks E, Harrington P, Ramus SJ",[]
DFE20,JDB1003,0.111111111111,Journal article,Clinical Cancer Research,Germline Mutation in BRCA1 or BRCA2 and Ten-Year Survival for Women Diagnosed with Epithelial Ovarian Cancer,"Candido-dos-Reis FJ, Song H, Goode EL, Cunningham JM, Fridley BL, Larson MC, Alsop K, Dicks E, Harrington P, Ramus SJ",[]
MDT33,JDB1003,0.111111111111,Journal article,Clinical Cancer Research,Germline Mutation in BRCA1 or BRCA2 and Ten-Year Survival for Women Diagnosed with Epithelial Ovarian Cancer,"Candido-dos-Reis FJ, Song H, Goode EL, Cunningham JM, Fridley BL, Larson MC, Alsop K, Dicks E, Harrington P, Ramus SJ",[]
KK101,NJW1004,0.111111111111,Journal article,Nature Genetics,Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease,"Schunkert H, Konig IR, Kathiresan S, Reilly MP, Assimes TL, Holm H, Preuss M, Stewart AFR, Barbalic M, Gieger C","[u'GENOME-WIDE ASSOCIATION', u'MYOCARDIAL-INFARCTION', u'HEART-DISEASE', u'VARIANTS', u'DESIGN', u'RISK', u'EXPRESSION', u'GENETICS', u'ATHEROSCLEROSIS', u'POLYMORPHISMS']"
KMB1001,FJL1,0.166666666667,Journal article,Organic and Biomolecular Chemistry,Dual-sugar imaging using isonitrile and azido-based click chemistries,"Wainman YA, Neves AA, Stairs S, Stöckmann H, Ireland-Zecchini H, Brindle KM, Leeper FJ",[]
IRB21,PJB91,0.111111111111,Journal article,Proceedings of the National Academy of Sciences of USA,The molecular basis for selective inhibition of unconventional mRNA splicing by an IRE1-binding small molecule,"Cross BCS, Bond PJ, Sadowski PG, Jha BK, Zak J, Goodman JM, Silverman RH, Neubert TA, Baxendale IR, Ron D","[u'8-formyl-umbelliferone', u'unfolded protein response', u'high-throughput screening', u'reversible covalent inhibitor', u'aldehydes', u'UNFOLDED-PROTEIN RESPONSE', u'ENDOPLASMIC-RETICULUM STRESS', u'TRANSCRIPTION FACTOR XBP-1', u'ER-STRESS', u'TRANSMEMBRANE PROTEIN', u'CELL-SURVIVAL', u'IRE1', u'KINASE', u'ACTIVATION', u'IRE1-ALPHA']"
KK101,NJW1004,0.125,Journal article,BMJ Open,"The association of cycling with all-cause, cardiovascular and cancer mortality: Findings from the Population-based EPIC-Norfolk cohort","Sahlqvist S, Goodman A, Simmons RK, Khaw KT, Cavill N, Foster C, Luben R, Wareham NJ, Ogilvie D",[]
KK101,NJW1004,0.166666666667,Journal article,Heart,Estimated 10-year cardiovascular mortality seriously underestimates overall cardiovascular risk,"Jørstad HT, Colkesen EB, Boekholdt SM, Tijssen JG, Wareham NJ, Khaw KT, Peters RJ",[]
KK101,NJW1004,0.111111111111,Journal article,Cancer Prevention Research,Metabolic Syndrome and Risks of Colon and Rectal Cancer: The European Prospective Investigation into Cancer and Nutrition Study,"Aleksandrova K, Boeing H, Jenab M, Bueno-de-Mesquita HB, Jansen E, van Duijnhoven FJB, Fedirko V, Rinaldi S, Romieu I, Riboli E","[u'INSULIN-RESISTANCE SYNDROME', u'COLORECTAL-CANCER', u'DIAGNOSIS', u'COMPONENTS', u'MORTALITY']"
KK101,NJW1004,0.111111111111,Journal article,Breast Cancer Research and Treatment,Pre-diagnostic polyphenol intake and breast cancer survival: the European Prospective Investigation into Cancer and Nutrition (EPIC) cohort,"Kyrø C, Zamora-Ros R, Scalbert A, Tjønneland A, Dossus L, Johansen C, Bidstrup PE, Weiderpass E, Christensen J, Ward H",[]
KK101,NJW1004,0.111111111111,Journal article,American Journal of Clinical Nutrition,"Fruit and vegetable consumption and prospective weight change in participants of the European Prospective Investigation into Cancer and Nutrition-Physical Activity, Nutrition, Alcohol, Cessation of Smoking, Eating Out of Home, and Obesity study","Vergnaud AC, Norat T, Romaguera D, Mouw T, May AM, Romieu I, Freisling H, Slimani N, Boutron-Ruault MC, Clavel-Chapelon F","[u'MIDDLE-AGED WOMEN', u'ENERGY-INTAKE', u'DIETARY PATTERNS', u'BODY-WEIGHT', u'INTERVENTION TRIAL', u'METABOLIC SYNDROME', u'EPIC-OXFORD', u'LIFE-STYLE', u'GAIN', u'RISK']"
DIJ21,FR269,0.111111111111,Journal article,Cancer Chemotherapy and Pharmacology,"A novel method for quantification of gemcitabine and its metabolites 2',2'-difluorodeoxyuridine and gemcitabine triphosphate in tumour tissue by LC-MS/MS: comparison with F-19 NMR spectroscopy","Bapiro TE, Richards FM, Goldgraben MA, Olive KP, Madhu B, Frese KK, Cook N, Jacobetz MA, Smith DM, Tuveson DA","[u'Gemcitabine', u'Pancreatic cancer', u'NMR spectroscopy', u'Mass spectrometry', u'TANDEM MASS-SPECTROMETRY', u'POROUS GRAPHITIC CARBON', u'F-19-MAGNETIC RESONANCE SPECTROSCOPY', u'ANTICANCER AGENT GEMCITABINE', u'NUCLEAR-MAGNETIC-RESONANCE', u'LIQUID-CHROMATOGRAPHY', u'HUMAN PLASMA', u'PHASE-I', u""2'"", u""2'-DIFLUORODEOXYCYTIDINE GEMCITABINE"", u'PANCREATIC ADENOCARCINOMA']"
DIJ21,JG477,0.111111111111,Journal article,Cancer Chemotherapy and Pharmacology,"A novel method for quantification of gemcitabine and its metabolites 2',2'-difluorodeoxyuridine and gemcitabine triphosphate in tumour tissue by LC-MS/MS: comparison with F-19 NMR spectroscopy","Bapiro TE, Richards FM, Goldgraben MA, Olive KP, Madhu B, Frese KK, Cook N, Jacobetz MA, Smith DM, Tuveson DA","[u'Gemcitabine', u'Pancreatic cancer', u'NMR spectroscopy', u'Mass spectrometry', u'TANDEM MASS-SPECTROMETRY', u'POROUS GRAPHITIC CARBON', u'F-19-MAGNETIC RESONANCE SPECTROSCOPY', u'ANTICANCER AGENT GEMCITABINE', u'NUCLEAR-MAGNETIC-RESONANCE', u'LIQUID-CHROMATOGRAPHY', u'HUMAN PLASMA', u'PHASE-I', u""2'"", u""2'-DIFLUORODEOXYCYTIDINE GEMCITABINE"", u'PANCREATIC ADENOCARCINOMA']"
DIJ21,MAG62,0.111111111111,Journal article,Cancer Chemotherapy and Pharmacology,"A novel method for quantification of gemcitabine and its metabolites 2',2'-difluorodeoxyuridine and gemcitabine triphosphate in tumour tissue by LC-MS/MS: comparison with F-19 NMR spectroscopy","Bapiro TE, Richards FM, Goldgraben MA, Olive KP, Madhu B, Frese KK, Cook N, Jacobetz MA, Smith DM, Tuveson DA","[u'Gemcitabine', u'Pancreatic cancer', u'NMR spectroscopy', u'Mass spectrometry', u'TANDEM MASS-SPECTROMETRY', u'POROUS GRAPHITIC CARBON', u'F-19-MAGNETIC RESONANCE SPECTROSCOPY', u'ANTICANCER AGENT GEMCITABINE', u'NUCLEAR-MAGNETIC-RESONANCE', u'LIQUID-CHROMATOGRAPHY', u'HUMAN PLASMA', u'PHASE-I', u""2'"", u""2'-DIFLUORODEOXYCYTIDINE GEMCITABINE"", u'PANCREATIC ADENOCARCINOMA']"
FR269,JG477,0.111111111111,Journal article,Cancer Chemotherapy and Pharmacology,"A novel method for quantification of gemcitabine and its metabolites 2',2'-difluorodeoxyuridine and gemcitabine triphosphate in tumour tissue by LC-MS/MS: comparison with F-19 NMR spectroscopy","Bapiro TE, Richards FM, Goldgraben MA, Olive KP, Madhu B, Frese KK, Cook N, Jacobetz MA, Smith DM, Tuveson DA","[u'Gemcitabine', u'Pancreatic cancer', u'NMR spectroscopy', u'Mass spectrometry', u'TANDEM MASS-SPECTROMETRY', u'POROUS GRAPHITIC CARBON', u'F-19-MAGNETIC RESONANCE SPECTROSCOPY', u'ANTICANCER AGENT GEMCITABINE', u'NUCLEAR-MAGNETIC-RESONANCE', u'LIQUID-CHROMATOGRAPHY', u'HUMAN PLASMA', u'PHASE-I', u""2'"", u""2'-DIFLUORODEOXYCYTIDINE GEMCITABINE"", u'PANCREATIC ADENOCARCINOMA']"
FR269,MAG62,0.111111111111,Journal article,Cancer Chemotherapy and Pharmacology,"A novel method for quantification of gemcitabine and its metabolites 2',2'-difluorodeoxyuridine and gemcitabine triphosphate in tumour tissue by LC-MS/MS: comparison with F-19 NMR spectroscopy","Bapiro TE, Richards FM, Goldgraben MA, Olive KP, Madhu B, Frese KK, Cook N, Jacobetz MA, Smith DM, Tuveson DA","[u'Gemcitabine', u'Pancreatic cancer', u'NMR spectroscopy', u'Mass spectrometry', u'TANDEM MASS-SPECTROMETRY', u'POROUS GRAPHITIC CARBON', u'F-19-MAGNETIC RESONANCE SPECTROSCOPY', u'ANTICANCER AGENT GEMCITABINE', u'NUCLEAR-MAGNETIC-RESONANCE', u'LIQUID-CHROMATOGRAPHY', u'HUMAN PLASMA', u'PHASE-I', u""2'"", u""2'-DIFLUORODEOXYCYTIDINE GEMCITABINE"", u'PANCREATIC ADENOCARCINOMA']"
